fold,epoch,train_mse,val_mse
2,1,1.0002679568148725,0.89353608746348
2,2,0.980022430989861,0.8456271981982397
2,3,0.9432035947677763,0.8230641828467005
2,4,0.9278538436296437,0.7957089910528262
2,5,0.8679780260824155,0.6876931767701009
2,6,0.7845780295829243,0.6385576983074877
2,7,0.7394089714227354,0.6050163398024707
2,8,0.7037514436737428,0.5933536562361538
2,9,0.6941185680876963,0.585695293165537
2,10,0.6743097705858163,0.5738826624201416
2,11,0.6584834079185672,0.5599645180310987
2,12,0.644497339115897,0.5555619487678213
2,13,0.6429531739902655,0.5628584182155097
2,14,0.6327339817546196,0.5505999518380377
2,15,0.6225593978064021,0.5464672559126136
2,16,0.6218220683492308,0.5484803329608386
2,17,0.6150564831558661,0.5402250650343353
2,18,0.6056058843323023,0.5396716099051075
2,19,0.5981076481024159,0.5380543424472838
2,20,0.5880963108748499,0.5296706211730947
2,21,0.5850550433239877,0.5273977645816028
2,22,0.581743806205027,0.5260202907288806
2,23,0.575733898798217,0.5143309482370672
2,24,0.5641988857936069,0.518303530457997
2,25,0.5523455345154806,0.5108945078709666
2,26,0.5476171622110905,0.5019831251713341
2,27,0.5348010875690791,0.5064801971621194
2,28,0.5289312455903433,0.4994820518908364
2,29,0.5301711674960635,0.498465176118702
2,30,0.5170081203193546,0.4924542531963923
2,31,0.5108408811554918,0.49181064865636526
2,32,0.5020128022971662,0.49043112488013285
2,33,0.49283489216911347,0.491811530318308
2,34,0.48694010574895014,0.48727111239941145
2,35,0.4815937986934104,0.48803795894702506
2,36,0.47588578594859227,0.48014773681893985
2,37,0.4699256539429388,0.4826759729576532
2,38,0.46503824408128147,0.48467417806726126
2,39,0.45703250485817903,0.4827459164542173
2,40,0.45206406552681944,0.4765870833376662
2,41,0.4467621307564333,0.4729567625965269
2,42,0.43927632461443983,0.47572107330129165
2,43,0.43315283192629217,0.48056163267184543
2,44,0.4295445007318377,0.4797537170753265
2,45,0.4275812095221261,0.47817710825678894
2,46,0.4199571923156514,0.4818898371749445
2,47,0.4159127296229847,0.47120920353071866
2,48,0.41168688680816984,0.476293767306524
2,49,0.4052079592025619,0.47500971920161816
2,50,0.40277419128727043,0.468431312811482
2,51,0.398450412171756,0.4722671956823215
2,52,0.39418573182516564,0.46024509342615444
2,53,0.39154125448880245,0.4574820293018606
2,54,0.3847562213190589,0.4565806117696877
2,55,0.37970888824003257,0.4515348356754646
2,56,0.37722905537542994,0.4470568275743254
2,57,0.3683698895638996,0.44308074834939276
2,58,0.36663123477178816,0.4430287080299516
2,59,0.3612613145092895,0.44151028232823936
2,60,0.3579111565925314,0.43270067995384714
2,61,0.3542817974058517,0.4364859018363065
2,62,0.35037721773700564,0.43184641684176905
2,63,0.34816320299903347,0.432896938448712
2,64,0.34610177763367633,0.42908977939942017
2,65,0.3429813418330423,0.43159954127014766
2,66,0.3405108307050535,0.42187314861149217
2,67,0.3376308030918771,0.42707932183469965
2,68,0.33492048171970684,0.42399605541413926
2,69,0.3311201184939785,0.4203278854048392
2,70,0.32860374670199194,0.4254471375068663
2,71,0.3270647076032691,0.421988625006419
2,72,0.324692440439189,0.42682201544092774
2,73,0.3202883895249026,0.4222865405948575
2,74,0.3214103812661885,0.42208364396624193
2,75,0.3183883084057307,0.42598331127908695
2,76,0.3178073258568155,0.41914164714706315
2,77,0.3152145275671218,0.4160626265940691
2,78,0.3140863350867667,0.42244334955460067
2,79,0.3116701806690497,0.4169163440843987
2,80,0.30902130919141735,0.41364487974919506
2,81,0.3072442682956467,0.4144861315336336
2,82,0.30702333617707306,0.41593243591729134
2,83,0.30402404888668466,0.4090631843151859
2,84,0.3036607830366643,0.4106853761408919
2,85,0.3023588245427479,0.410644744624706
2,86,0.30142998683499805,0.4076567833594116
2,87,0.3007162989808131,0.41162328633748557
2,88,0.2993776739443639,0.41400440560874335
2,89,0.2958588868319482,0.4167842084376946
2,90,0.29532061925509434,0.41153597636277106
2,91,0.2932654884401856,0.40873136169338986
2,92,0.2928455123728545,0.40935991573965524
2,93,0.29089746021954893,0.40688676035219934
2,94,0.2904864272526225,0.40597338740684313
2,95,0.2880853424502035,0.4035314646102545
2,96,0.2885637572621227,0.40398528659001504
2,97,0.28705358836748746,0.40400022019994913
2,98,0.2858876430614883,0.4029976561965735
2,99,0.2853974370908451,0.3972371210467943
2,100,0.28296725012729534,0.40479781719831126
2,101,0.2838483241103157,0.40517232626631
2,102,0.2813885743954513,0.40226801984193106
2,103,0.2824666296115698,0.402457243510493
2,104,0.2780168238467805,0.4032930821823268
2,105,0.2792879161661598,0.403286525453516
2,106,0.2772691602972168,0.40858694882309454
2,107,0.27604289810292204,0.404384027825808
2,108,0.2770979036920387,0.40144729411519
2,109,0.27503098876398097,0.40190112331190153
2,110,0.27585152471640506,0.4018813367746106
2,111,0.27460895285517567,0.40591520803862036
2,112,0.27268281891445184,0.40336898632399476
2,113,0.27137016339197456,0.3959226812951043
2,114,0.27229706783815816,0.4078306244629357
2,115,0.2690495299072646,0.3976642440311852
2,116,0.2695337310257137,0.40026004303325835
2,117,0.2686426206032128,0.407177568528493
2,118,0.26785451881456707,0.3991421571263073
2,119,0.26792254900162893,0.400290479911129
2,120,0.2659339971611998,0.40167052474717685
