fold,epoch,train_mse,val_mse
1,1,0.9799125121165487,1.100781661374413
1,2,0.9219529503085158,1.0144637892425115
1,3,0.7623075363731745,0.8928590578571721
1,4,0.6927617708887526,0.8521948479499828
1,5,0.6620339307752817,0.8416744580646709
1,6,0.6303342930977555,0.8386220027395457
1,7,0.6149549028538033,0.8174486482958723
1,8,0.5885918854729653,0.8378809870420791
1,9,0.5826707191415144,0.8056470091711437
1,10,0.5483734737259448,0.8009498046083097
1,11,0.5414317019198152,0.7877273715522929
1,12,0.5315842828510101,0.8038694239409798
1,13,0.5226643894445224,0.7864986510009571
1,14,0.5051393981595236,0.7867875268675542
1,15,0.5031109957183542,0.7918432023051849
1,16,0.4935024581378816,0.7782819159816065
1,17,0.48349440116100767,0.7853535866802017
1,18,0.476164129910344,0.7916353110485531
1,19,0.47321118091625675,0.788391957433154
1,20,0.463345509794626,0.7880134954837548
1,21,0.45910034039882086,0.8004037790321449
1,22,0.4611320698522954,0.7847815354461589
1,23,0.4470677620034967,0.7962420596348014
1,24,0.4438928948974081,0.7904784824805793
1,25,0.4317303252666929,0.7987046143778048
1,26,0.4319630665455445,0.7950348263262409
1,27,0.4304732607701289,0.7941037312872836
1,28,0.41413086267641785,0.7923710825321868
1,29,0.4092043604052474,0.7929569451878609
1,30,0.4065591971940344,0.8021593570421891
1,31,0.3999613634427269,0.7957749596881952
1,32,0.40012626789436306,0.7902971751182041
1,33,0.3980688046012872,0.7830199955780487
1,34,0.39787559379950455,0.7899952994696021
1,35,0.39224092409628,0.7905121289056696
1,36,0.3836837085463243,0.7941684454095834
1,37,0.38676711876430503,0.8070145274472905
1,38,0.3817501983990164,0.7889816582436373
1,39,0.37778916402130475,0.7979872975445684
1,40,0.378127776383144,0.7845114954087561
1,41,0.3706876003098165,0.794050309880019
1,42,0.36810484310488983,0.7897066562748272
1,43,0.36475920757703967,0.7831760902331514
1,44,0.3630769116604258,0.7983212869007137
1,45,0.36023459566587335,0.7952939763166847
1,46,0.35556531212941506,0.7925286742031089
1,47,0.35123366470383804,0.7950607166013002
1,48,0.35207179091171376,0.7953207672665945
1,49,0.34720276983327697,0.7939220601408264
1,50,0.34904966248149083,0.7864936662029164
1,51,0.3446854382489811,0.7861133139871194
1,52,0.3436069269295144,0.7962133785262457
1,53,0.3429399641517113,0.7916990698227936
1,54,0.3403957107025371,0.7926562720445597
1,55,0.34118807633279896,0.8036918342993467
1,56,0.3358615004069867,0.7893689406496389
1,57,0.3325289032831923,0.7968127641666363
1,58,0.33122815296912056,0.7888769160339939
1,59,0.3286043712311109,0.7863647287960116
1,60,0.3383668396499228,0.7882229612727738
