fold,epoch,train_mse,val_mse
2,1,0.9761205101990132,0.8072801943122001
2,2,0.9132289222293174,0.7116968532692605
2,3,0.8026388679939999,0.6216349587097311
2,4,0.7497885935562998,0.5978507222682949
2,5,0.7333103675373924,0.5892010819489374
2,6,0.7168849020953924,0.5693913134062496
2,7,0.6974602305698768,0.554581190439554
2,8,0.6575162731836128,0.5084040981726404
2,9,0.6021870170813363,0.46412209820395106
2,10,0.5558134125025382,0.4575967319090343
2,11,0.5323960406229272,0.4286574640394578
2,12,0.5168321462990685,0.41659497597860784
2,13,0.49986758938608633,0.4031402456560474
2,14,0.4913536601772004,0.3963512163456987
2,15,0.4822167909174089,0.39475593013160465
2,16,0.4718859605955841,0.3894553576330269
2,17,0.46498766825945487,0.3860165418727053
2,18,0.45535443562202765,0.38306188425040655
2,19,0.4532232634882569,0.38554096945881017
2,20,0.44137724420147223,0.3800695563229669
2,21,0.43426314934473076,0.3787164256420822
2,22,0.43065759897878564,0.38795654721658834
2,23,0.42048018780879565,0.3808932634787672
2,24,0.4148480274440941,0.3775510053375724
2,25,0.41087730362064045,0.3864609301205794
2,26,0.4046812933839635,0.38429438012612616
2,27,0.39617230577905627,0.37408526929632085
2,28,0.39766853650889866,0.3877532572731604
2,29,0.3909405636550361,0.3710393974701516
2,30,0.380262326725494,0.37228416864210934
2,31,0.37881010965289535,0.3753969549279128
2,32,0.36891751847162274,0.37340189971125826
2,33,0.3637389050940858,0.37168928703178467
2,34,0.36275535174506585,0.3695877252260204
2,35,0.3633216250226526,0.38540222488055875
2,36,0.35672469176632626,0.37715956217163793
2,37,0.3542892269267128,0.36781302764745644
2,38,0.34532367725011703,0.3697846793575333
2,39,0.34596717805164195,0.37013099434603586
2,40,0.34504287834625785,0.37631607535532174
2,41,0.33831637757626887,0.37022208709838034
2,42,0.33506326148329674,0.3793802112745366
2,43,0.3292631701770839,0.36858620222173605
2,44,0.329243891136443,0.37802152255751803
2,45,0.32474129007285746,0.3724808001806987
2,46,0.3259070747496314,0.3709649078776173
2,47,0.32291692756105167,0.37035698661820565
2,48,0.31691140526746836,0.3687910506306505
2,49,0.31292403837613725,0.3718046650875757
2,50,0.3116550723484174,0.37282020984298675
2,51,0.3088493710704222,0.37067512379055556
2,52,0.308735726590112,0.36572021011898403
2,53,0.3076500342423099,0.37404725344385203
2,54,0.30782423805637366,0.37385666766864495
2,55,0.3059019655519022,0.3742622884590042
2,56,0.3029490433783731,0.37783022908969627
2,57,0.30155489985646167,0.3698773601925546
2,58,0.3010777766767774,0.37365883253340515
2,59,0.29784324998308215,0.37483636877162024
2,60,0.29343203513260957,0.374751274008761
